name,dail,prev
Fry," Look, so we're not millionaires. At least we all still get to work together.", Why? Why?
Bender, Shut your fat mouth!," Look, so we're not millionaires. At least we all still get to work together."
Fry, See you guys Monday!, Shut your fat mouth!
Morbo," Welcome back. Our next guest has been teaching the world to cook for over 20 years. But apparently my, uh, wife hasn't been listening.", See you guys Monday!
Linda," Oh, funny!"," Welcome back. Our next guest has been teaching the world to cook for over 20 years. But apparently my, uh, wife hasn't been listening."
Morbo," So, uh, Elzar, what will you be cooking for  to devour with his mighty jaws?"," Oh, funny!"
Elzar," Morbo, I'm gonna whip you up a nice, unnameable horror from beyond, with mango chutney."," So, uh, Elzar, what will you be cooking for  to devour with his mighty jaws?"
Morbo," Pathetic humans, prepare to write down the recipe!"," Morbo, I'm gonna whip you up a nice, unnameable horror from beyond, with mango chutney."
Fry," Hey, uh, what's with all the pots and pans? You building a wife?"," Pathetic humans, prepare to write down the recipe!"
Bender," Part of one. Meantime, I'm cooking up a tasty Sunday brunch for my best friends."," Hey, uh, what's with all the pots and pans? You building a wife?"
Fry, the others!," Part of one. Meantime, I'm cooking up a tasty Sunday brunch for my best friends."
Bender, Okey-dokey!, the others!
Hermes, Ooh!, Okey-dokey!
Leela, Nice!, Ooh!
Farnsworth," Yes, it's a perfect scale model of the universe's largest bottle. I put a tiny spaceship inside to keep it from being boring.", Nice!
Zoidberg, Oh!," Yes, it's a perfect scale model of the universe's largest bottle. I put a tiny spaceship inside to keep it from being boring."
Farnsworth," For the last time, Zoidberg, look with your eyes, not with your claws.", Oh!
Fry, Brace yourselves. Bender is making us brunch.," For the last time, Zoidberg, look with your eyes, not with your claws."
Zoidberg," Oh, boy!", Brace yourselves. Bender is making us brunch.
Farnsworth," Oh, God! My tract!"," Oh, boy!"
Fry, He's so proud of his awful cooking. If we don't eat it he'll be crushed.," Oh, God! My tract!"
Leela," Alright, don't panic. If we can get to the ship, we can fly north and hide under the polar icecaps for a few weeks.", He's so proud of his awful cooking. If we don't eat it he'll be crushed.
Fry, Hurry!," Alright, don't panic. If we can get to the ship, we can fly north and hide under the polar icecaps for a few weeks."
Farnsworth, Good idea!, Hurry!
Zoidberg, What's the hold-up?, Good idea!
Bender, Fleeing somewhere?, What's the hold-up?
Fry, With you blocking the only escape route? Don't be silly., Fleeing somewhere?
Bender," In that case brunch is served! Let's go! Move it out! Stop crying, Leela!", With you blocking the only escape route? Don't be silly.
Farnsworth," Zoidberg, are you coming?"," In that case brunch is served! Let's go! Move it out! Stop crying, Leela!"
Zoidberg, Sure. Me.," Zoidberg, are you coming?"
Farnsworth, Because I don't want you touching that thing., Sure. Me.
Zoidberg, Ow! What? Oh!, Because I don't want you touching that thing.
Bender, Come on! Eat! I slaved all day over a filthy stove., Ow! What? Oh!
Hermes, This is terrible!, Come on! Eat! I slaved all day over a filthy stove.
Farnsworth, Good thing I secretly installed this wormhole in the table., This is terrible!
Amy, Where does the other end come out?, Good thing I secretly installed this wormhole in the table.
Farnsworth," Oh, dear me!", Where does the other end come out?
Bender," The pie is ready. You guys like swarms of things, right?"," Oh, dear me!"
Zoidberg, Ow! Ouch! Get off of me! Stop!," The pie is ready. You guys like swarms of things, right?"
Leela," How interesting, Dr. Zoidberg. Do go on.", Ow! Ouch! Get off of me! Stop!
Bender," Hey, check out the palm tree! It only gets sick when I cook brunch! How's that for a coincidence, Professor? With all your precious science!"," How interesting, Dr. Zoidberg. Do go on."
Fry," Man, I don't wanna hurt Bender's feelings..."," Hey, check out the palm tree! It only gets sick when I cook brunch! How's that for a coincidence, Professor? With all your precious science!"
Fry, But this food actually tastes better as vomit!," Man, I don't wanna hurt Bender's feelings..."
Leela, It's unbearable! How much do you think it would cost to get my tongue removed?, But this food actually tastes better as vomit!
Bender, And this time I mean it., It's unbearable! How much do you think it would cost to get my tongue removed?
Bender, Then it's settled! Elzar will teach me to cook!, And this time I mean it.
Elzar, Absolutely not., Then it's settled! Elzar will teach me to cook!
Bender, But I watch your show. You owe me!, Absolutely not.
Elzar," I owe you nothing! For starter's, your antenna's in my crotch. Also, I hate you. Finally, you can't cook for squat.", But I watch your show. You owe me!
Bender, What was the first one again?," I owe you nothing! For starter's, your antenna's in my crotch. Also, I hate you. Finally, you can't cook for squat."
Elzar, I hate you., What was the first one again?
Bender, I thought that was number two., I hate you.
Elzar, I knocked it up a notch. Bam!, I thought that was number two.
Zoidberg, Frame someone!, I knocked it up a notch. Bam!
Fry, What up?, Frame someone!
Fry, Sunshine!, What up?
Bender, It's over! My dream of being a chef is deader than the cat I'm sitting on!, Sunshine!
Dandy," Jim, old chum, let's give a friendly welcome to this new robo.", It's over! My dream of being a chef is deader than the cat I'm sitting on!
Bender, What did you call me?," Jim, old chum, let's give a friendly welcome to this new robo."
Gus, A robo. You know? A robot-hobo., What did you call me?
Bender," Oh, OK. I thought you said ""romo"".", A robo. You know? A robot-hobo.
Dandy Jim," No offence intended, my filthy friend. In fact, why not join us and ride the space rails?"," Oh, OK. I thought you said ""romo""."
Gus, Get ready. We's gonna jump off at that switching prism up ahead.," No offence intended, my filthy friend. In fact, why not join us and ride the space rails?"
Dandy Jim," We're going nearly the speed of light so, uh, roll when you land.", Get ready. We's gonna jump off at that switching prism up ahead.
Bender, Ow.," We're going nearly the speed of light so, uh, roll when you land."
Gus," Welcome to Bumbase Alpha, the biggest hobo jungle in the quadrant.", Ow.
Bender, Wait. A pie with hobo-lifting aroma? Who baked it?," Welcome to Bumbase Alpha, the biggest hobo jungle in the quadrant."
Gus, Helmut Spargle. He used to be the greatest chef ever., Wait. A pie with hobo-lifting aroma? Who baked it?
Dandy Jim," His restaurant was so high-toned, the only way to get reservations was to create a parallel universe where you already had reservations.", Helmut Spargle. He used to be the greatest chef ever.
Gus, Yep. I once ate there back when I what was a senator.," His restaurant was so high-toned, the only way to get reservations was to create a parallel universe where you already had reservations."
Bender," Yo, Spargle. If you're such a great cook, how'd you end up in this dump?", Yep. I once ate there back when I what was a senator.
Spargle, Ages ago I was the host of a TV show...," Yo, Spargle. If you're such a great cook, how'd you end up in this dump?"
Spargle, soda company that sponsored the show decided it was too old-fashioned., Ages ago I was the host of a TV show...
Man, cooking show viewer., soda company that sponsored the show decided it was too old-fashioned.
Spargle, Elzar!, cooking show viewer.
Elzar," Get lost, old man! Bam!", Elzar!
Spargle, Mein soufflé!," Get lost, old man! Bam!"
Spargle," Elzar had been seduced by the dark side of cooking. Cilantro, mango salsa, raspberry vinaigrette!", Mein soufflé!
Bender, That twizzler!," Elzar had been seduced by the dark side of cooking. Cilantro, mango salsa, raspberry vinaigrette!"
Spargle," As for me, I went temporarily insane and vound up here, making pies out of shoes.", That twizzler!
Bender, My story's a lot like yours only more interesting 'cause it involves robots. That jerk Elzar ruined my dream of being a chef too.," As for me, I went temporarily insane and vound up here, making pies out of shoes."
Spargle," Interesting. You wish to become a cook, but as a robot you have no sense of taste.", My story's a lot like yours only more interesting 'cause it involves robots. That jerk Elzar ruined my dream of being a chef too.
Bender," It's so unfair! I have eight other senses, but I'd trade them all, even smission, to be able to taste."," Interesting. You wish to become a cook, but as a robot you have no sense of taste."
