,0,raw,name
13925,"Please stand up.
","Please stand up.
","Please stand up.
"
13926,"Koenig: How can you do a spoken-word version of a rap song?
","Koenig: How can you do a spoken-word version of a rap song?
",Koenig
13927,"Melllvar: He found a way.
","Melllvar: He found a way.
",Melllvar
13928,"Leela: For one hundred quatloos: Who did the captain maroon on Ceti Alpha V?
","Leela: For one hundred quatloos: Who did the captain maroon on Ceti Alpha V?
",Leela
13929,"Shatner: Khaaan!
","Shatner: Khaaan!
",Shatner
13930,"Fry: Uh ... Khan?
","Fry: Uh ... Khan?
",Fry
13931,"Leela: Correct.
","Leela: Correct.
",Leela
13932,"Melllvar fan.
","Melllvar fan.
","Melllvar fan.
"
13933,"Fry fan script?
","Fry fan script?
","Fry fan script?
"
13934,"Melllvar: I meant me! Melllvar is the ultimate fan!
","Melllvar: I meant me! Melllvar is the ultimate fan!
",Melllvar
13935,"Fry: Oh, I was confused because the scoreboard says something different.
","Fry: Oh, I was confused because the scoreboard says something different.
",Fry
13936,"Melllvar We have limited rehearsal time. Now, I didn't make enough copies of the script, so George and Walter will have to share.
","Melllvar We have limited rehearsal time. Now, I didn't make enough copies of the script, so George and Walter will have to share.
","Melllvar We have limited rehearsal time. Now, I didn't make enough copies of the script, so George and Walter will have to share.
"
13937,"Leela: Uh, you probably don't want us to see you rehearsing, or it'll give away the ending.
","Leela: Uh, you probably don't want us to see you rehearsing, or it'll give away the ending.
",Leela
13938,"Melllvar: That's right! The ending must not be ruined.
","Melllvar: That's right! The ending must not be ruined.
",Melllvar
13939,"Leela: We'll go wait in the ship.
","Leela: We'll go wait in the ship.
",Leela
13940,"Melllvar: OK.
","Melllvar: OK.
",Melllvar
13941,"Fry: Not till I get my 600 quatloos!
","Fry: Not till I get my 600 quatloos!
",Fry
13942,"Fry: This is wrong. We shouldn't have abandoned them there.
","Fry: This is wrong. We shouldn't have abandoned them there.
",Fry
13943,"Bender: I dunno, I'm feeling pretty good about it.
","Bender: I dunno, I'm feeling pretty good about it.
",Bender
13944,"Leela: I didn't wanna leave them either, Fry, but what are we supposed to do?
","Leela: I didn't wanna leave them either, Fry, but what are we supposed to do?
",Leela
13945,"Fry: Well, usually on the show someone would come up with a complicated plan then explain it with a simple analogy.
","Fry: Well, usually on the show someone would come up with a complicated plan then explain it with a simple analogy.
",Fry
13946,"Leela: Hmm. If we can re-route engine power through the primary weapons and reconfigure them to Melllvar's frequency, that should overload his electro-quantum structure.
","Leela: Hmm. If we can re-route engine power through the primary weapons and reconfigure them to Melllvar's frequency, that should overload his electro-quantum structure.
",Leela
13947,"Bender: Like putting too much air in a balloon!
","Bender: Like putting too much air in a balloon!
",Bender
13948,"Fry: Of course! It's so simple!
","Fry: Of course! It's so simple!
",Fry
13949,"Shatner Oh, Lord!
","Shatner Oh, Lord!
","Shatner Oh, Lord!
"
13950,"Nimoy: Fascinating, Captain, and logical too, that we need some help.
","Nimoy: Fascinating, Captain, and logical too, that we need some help.
",Nimoy
13951,"Takei: Look, Captain, Melllvar will help us.
","Takei: Look, Captain, Melllvar will help us.
",Takei
13952,"Koenig: Keptin, I wope he will welp our ... vessel.
","Koenig: Keptin, I wope he will welp our ... vessel.
",Koenig
13953,"Melllvar You're not acting hard enough!
","Melllvar You're not acting hard enough!
","Melllvar You're not acting hard enough!
"
13954,"Nimoy I got a magnificent performance out of Bill because I respected him so much.
","Nimoy I got a magnificent performance out of Bill because I respected him so much.
","Nimoy I got a magnificent performance out of Bill because I respected him so much.
"
13955,"Shatner I got a magnificent performance out of me, because I respected me so much!
","Shatner I got a magnificent performance out of me, because I respected me so much!
","Shatner I got a magnificent performance out of me, because I respected me so much!
"
13956,"Bender: OK! I'm done re-kafoobling the energy motron ... or whatever.
","Bender: OK! I'm done re-kafoobling the energy motron ... or whatever.
",Bender
13957,"Leela: Fire!
","Leela: Fire!
",Leela
13958,"Nichols wrote it!
","Nichols wrote it!
","Nichols wrote it!
"
13959,"Leela: It's not working! He's drawing straight from our weapons.
","Leela: It's not working! He's drawing straight from our weapons.
",Leela
13960,"Fry: Like a balloon and ... something bad happens.
","Fry: Like a balloon and ... something bad happens.
",Fry
13961,"Bender: Yup!
","Bender: Yup!
",Bender
13962,"Leela: So, uh, how's rehearsal going?
","Leela: So, uh, how's rehearsal going?
",Leela
13963,"Melllvar while you, a crew of genuine space heroes, risked your lives to save them.
","Melllvar while you, a crew of genuine space heroes, risked your lives to save them.
","Melllvar while you, a crew of genuine space heroes, risked your lives to save them.
"
13964,"Nimoy: Hey! We've done heroic things too.
","Nimoy: Hey! We've done heroic things too.
",Nimoy
13965,"Nichols: Yeah! In the third season I kissed Shatner!
","Nichols: Yeah! In the third season I kissed Shatner!
",Nichols
13966,"Melllvar: Silence! My whole world has turned upside-down. I have but one option.
","Melllvar: Silence! My whole world has turned upside-down. I have but one option.
",Melllvar
13967,"Koenig: Keep them and let us go?
","Koenig: Keep them and let us go?
",Koenig
13968,"Melllvar: No! To determine who is more worthy of my fanatical devotion I shall pit you together against each other in armed combat ... to the death!
","Melllvar: No! To determine who is more worthy of my fanatical devotion I shall pit you together against each other in armed combat ... to the death!
",Melllvar
13969,"Bender: Where'd you get an idiotic idea like that?
","Bender: Where'd you get an idiotic idea like that?
",Bender
13970,"Melllvar: Episodes 19, 46, 56 and 77.
","Melllvar: Episodes 19, 46, 56 and 77.
",Melllvar
13971,"Fry: Great list. Except, you forgot episode 66!
","Fry: Great list. Except, you forgot episode 66!
",Fry
13972,"Melllvar: I was getting to that one!
","Melllvar: I was getting to that one!
",Melllvar
13973,"Zapp: So Melllvar ordered a battle to the death. I assume no one survived.
","Zapp: So Melllvar ordered a battle to the death. I assume no one survived.
",Zapp
13974,"Leela: Can we get on with this? My foot's getting tired!
","Leela: Can we get on with this? My foot's getting tired!
",Leela
13975,"Melllvar: This will be your standard battle to the death. The only weapons: Whatever you can find. But I warn you, do nothing until I have signalled the start of combat. OK, start.
","Melllvar: This will be your standard battle to the death. The only weapons: Whatever you can find. But I warn you, do nothing until I have signalled the start of combat. OK, start.
",Melllvar
13976,"Koenig: I don't have much experience at fighting -- except with you guys.
","Koenig: I don't have much experience at fighting -- except with you guys.
",Koenig
13977,"Shatner: I have an idea. Wasn't there an episode where I threw my shoe at the enemy?
","Shatner: I have an idea. Wasn't there an episode where I threw my shoe at the enemy?
",Shatner
13978,"Nimoy: You mean Doohan?
","Nimoy: You mean Doohan?
",Nimoy
13979,"Shatner: Whoever it was, I did it like this.
","Shatner: Whoever it was, I did it like this.
",Shatner
13980,"Takei: Ow!
","Takei: Ow!
",Takei
13981,"Shatner: My foot's cold!
","Shatner: My foot's cold!
",Shatner
13982,"Leela: There. We can make these into spears.
","Leela: There. We can make these into spears.
",Leela
13983,"Fry: And we can tie these caterpillars together to make bow strings for bows and arrows.
","Fry: And we can tie these caterpillars together to make bow strings for bows and arrows.
",Fry
13984,"Bender That was fun!
","Bender That was fun!
","Bender That was fun!
"
13985,"Nichols: What if I distract them with my famous fan dance?
","Nichols: What if I distract them with my famous fan dance?
",Nichols
13986,"Shatner: Oh, that's good, good, good, good. And then, George, you give them a karate chop!
","Shatner: Oh, that's good, good, good, good. And then, George, you give them a karate chop!
",Shatner
13987,"Takei. Have I ever led you to believe I've studied karate?
","Takei. Have I ever led you to believe I've studied karate?
","Takei. Have I ever led you to believe I've studied karate?
"
13988,"Shatner: Well, no, but you never talk about yourself.
","Shatner: Well, no, but you never talk about yourself.
",Shatner
13989,"Takei: Maybe if you showed a little interest.
","Takei: Maybe if you showed a little interest.
",Takei
13990,"Fry: Well, here goes nothing.
","Fry: Well, here goes nothing.
",Fry
13991,"Nichols: Hello, boys!
","Nichols: Hello, boys!
",Nichols
13992,"Bender: Whoa!
","Bender: Whoa!
",Bender
13993,"Takei: Hi-yah!
","Takei: Hi-yah!
",Takei
13994,"Shatner: There's no right way to hit a woman.
","Shatner: There's no right way to hit a woman.
",Shatner
13995,"Leela: Then do it the wrong way.
","Leela: Then do it the wrong way.
",Leela
13996,"Shatner!
","Shatner!
","Shatner!
"
13997,"Leela: Is that all you've got? Hi-yah!
","Leela: Is that all you've got? Hi-yah!
",Leela
13998,"Shatner: See you in h--
","Shatner: See you in h--
",Shatner
13999,"Bender: Come on, Walter!
","Bender: Come on, Walter!
",Bender
14000,"Nimoy: Take that!
","Nimoy: Take that!
",Nimoy
14001,"Fry: It hurts!
","Fry: It hurts!
",Fry
14002,"Nimoy Ow! Ow! Ow!
","Nimoy Ow! Ow! Ow!
","Nimoy Ow! Ow! Ow!
"
14003,"Koenig: My face!
","Koenig: My face!
",Koenig
14004,"Takei: Ow! My face too!
","Takei: Ow! My face too!
",Takei
14005,"Shatner Oh!
","Shatner Oh!
","Shatner Oh!
"
14006,"Melllvar: Excellent! Excellent!
","Melllvar: Excellent! Excellent!
",Melllvar
14007,"Shatner: Leela, please. This is exactly what Melllvar wants. We're just pawns in his diabolical game of checkers. Can't we resolve our differences some other way?
","Shatner: Leela, please. This is exactly what Melllvar wants. We're just pawns in his diabolical game of checkers. Can't we resolve our differences some other way?
",Shatner
14008,"Melllvar's Mother: Melllvar! Dinner time!
","Melllvar's Mother: Melllvar! Dinner time!
",Melllvar's Mother
14009,"Melllvar: Aw, but Mom, I'm playing with my collectables!
","Melllvar: Aw, but Mom, I'm playing with my collectables!
",Melllvar
14010,"Melllvar's Mother!
","Melllvar's Mother!
","Melllvar's Mother!
"
14011,"Fry: All this time we thought he was a powerful super-being, yet he was just a child.
","Fry: All this time we thought he was a powerful super-being, yet he was just a child.
",Fry
14012,"Melllvar's Mother: He's not a child, he's 34!
","Melllvar's Mother: He's not a child, he's 34!
",Melllvar's Mother
14013,"Bender: Alright, Koenig, I've wanted to do this for years!
","Bender: Alright, Koenig, I've wanted to do this for years!
",Bender
14014,"Fry: Bender, wait! This is our chance to escape, before Melllvar comes back. But we all need to work together.
","Fry: Bender, wait! This is our chance to escape, before Melllvar comes back. But we all need to work together.
",Fry
14015,"Shatner: I love you so much!
","Shatner: I love you so much!
",Shatner
14016,"Nimoy: Hello?
","Nimoy: Hello?
",Nimoy
14017,"Fry: We've decided to work together.
","Fry: We've decided to work together.
",Fry
14018,"Nimoy: Uh, so did they.
","Nimoy: Uh, so did they.
",Nimoy
14019,"Shatner: Now, how do we escape?
","Shatner: Now, how do we escape?
",Shatner
14020,"Leela: We can't use our ship; we have life support but the engines are wrecked.
","Leela: We can't use our ship; we have life support but the engines are wrecked.
",Leela
14021,"Takei: Ironic, because our engines work but our life support systems don't.
","Takei: Ironic, because our engines work but our life support systems don't.
",Takei
14022,"Leela: Hey, if your engines work--
","Leela: Hey, if your engines work--
",Leela
14023,"Takei: And your life support systems work--
","Takei: And your life support systems work--
",Takei
14024,"Fry Think, Fry, think! Everyone's depending on you.
","Fry Think, Fry, think! Everyone's depending on you.
","Fry Think, Fry, think! Everyone's depending on you.
"
14025,"Leela: We're too heavy. You guys need to lose some weight, fast!
","Leela: We're too heavy. You guys need to lose some weight, fast!
",Leela
14026,"Fry: Look, Leonard, we're light enough to keep the tapes! Isn't that great?
","Fry: Look, Leonard, we're light enough to keep the tapes! Isn't that great?
",Fry
